playerID,Player_Name,teamID,Team_Name,leagueID,League_Name,season,Games_Played,Total_Goals,Total_Assists,Total_Shots,Shots_Converted_Perc,Goals_Per_Game
3215,Étienne Didot,169,Guingamp,5,Ligue 1,2016,28,1,1,7,14.000000000000002,0.04
3224,Gelson Fernandes,132,Eintracht Frankfurt,3,Bundesliga,2018,28,1,0,4,25.0,0.04
3240,Antoine Devaux,177,Reims,5,Ligue 1,2014,28,1,0,23,4.0,0.04
3254,Lamine Sané,123,Werder Bremen,3,Bundesliga,2016,27,1,1,6,17.0,0.04
3254,Lamine Sané,176,Bordeaux,5,Ligue 1,2014,23,1,1,10,10.0,0.04
3258,Clément Chantôme,176,Bordeaux,5,Ligue 1,2015,26,1,0,15,7.000000000000001,0.04
3264,Mauro Arambarri,142,Getafe,4,La Liga,2017,27,1,1,21,5.0,0.04
3265,Pablo,176,Bordeaux,5,Ligue 1,2018,25,1,1,11,9.0,0.04
3270,Rafael,178,Lyon,5,Ligue 1,2017,24,1,2,8,13.0,0.04
3272,Mapou Yanga-Mbiwa,95,Roma,2,Serie A,2014,28,1,1,6,17.0,0.04
3275,Jordan Ferri,178,Lyon,5,Ligue 1,2016,27,1,2,10,10.0,0.04
3287,Gregory Van der Wiel,161,Paris Saint Germain,5,Ligue 1,2014,25,1,3,8,13.0,0.04
3288,Thiago Silva,161,Paris Saint Germain,5,Ligue 1,2014,26,1,0,11,9.0,0.04
3288,Thiago Silva,161,Paris Saint Germain,5,Ligue 1,2017,25,1,0,11,9.0,0.04
3291,Adrien Rabiot,98,Juventus,2,Serie A,2019,28,1,1,20,5.0,0.04
3291,Adrien Rabiot,161,Paris Saint Germain,5,Ligue 1,2015,24,1,1,14,7.000000000000001,0.04
3297,Marquinhos,161,Paris Saint Germain,5,Ligue 1,2014,25,1,0,4,25.0,0.04
3304,Maxime Le Marchand,170,Nice,5,Ligue 1,2015,26,1,0,6,17.0,0.04
3307,Vincent Koziello,170,Nice,5,Ligue 1,2016,27,1,1,5,20.0,0.04
3308,Mathieu Bodmer,224,Amiens,5,Ligue 1,2018,26,1,0,13,8.0,0.04
3322,Alexander Djiku,225,Strasbourg,5,Ligue 1,2019,25,1,1,20,5.0,0.04
3324,Mehdi Mostefa,179,Lorient,5,Ligue 1,2014,23,1,1,17,6.0,0.04
3325,Yannick Cahuzac,162,SC Bastia,5,Ligue 1,2016,28,1,0,22,5.0,0.04
3325,Yannick Cahuzac,174,Toulouse,5,Ligue 1,2018,23,1,0,3,33.0,0.04
3338,Daniel Congré,166,Montpellier,5,Ligue 1,2016,24,1,0,9,11.0,0.04
3340,Bryan Dabo,110,Fiorentina,2,Serie A,2018,23,1,1,9,11.0,0.04
3343,Ryad Boudebouz,175,Saint-Etienne,5,Ligue 1,2019,24,1,4,26,4.0,0.04
3349,Ramy Bensebaini,163,Rennes,5,Ligue 1,2018,25,1,0,16,6.0,0.04
3356,Adama Soumaoro,160,Lille,5,Ligue 1,2015,28,1,0,12,8.0,0.04
3370,Issiaga Sylla,174,Toulouse,5,Ligue 1,2016,27,1,1,16,6.0,0.04
3370,Issiaga Sylla,174,Toulouse,5,Ligue 1,2017,25,1,3,14,7.000000000000001,0.04
3388,Karim Rekik,164,Marseille,5,Ligue 1,2015,24,1,1,6,17.0,0.04
3389,Benjamin Mendy,164,Marseille,5,Ligue 1,2015,23,1,1,7,14.000000000000002,0.04
3391,Jacques-Alaixys Romao,164,Marseille,5,Ligue 1,2015,23,1,1,8,13.0,0.04
3393,Bouna Sarr,164,Marseille,5,Ligue 1,2019,27,1,3,28,4.0,0.04
3412,Léo Dubois,178,Lyon,5,Ligue 1,2018,25,1,6,18,6.0,0.04
3413,Jules Iloki,168,Nantes,5,Ligue 1,2016,23,1,4,19,5.0,0.04
3420,Fabinho,87,Liverpool,1,Premier League,2018,28,1,2,17,6.0,0.04
3422,João Moutinho,171,Monaco,5,Ligue 1,2015,26,1,2,21,5.0,0.04
3424,Guido Carrillo,159,Leganes,4,La Liga,2019,24,1,2,37,3.0,0.04
3425,Thomas Lemar,143,Atletico Madrid,4,La Liga,2020,27,1,3,23,4.0,0.04
3425,Thomas Lemar,165,Caen,5,Ligue 1,2014,25,1,4,15,7.000000000000001,0.04
3428,Hélder Costa,229,Wolverhampton Wanderers,1,Premier League,2018,25,1,2,25,4.0,0.04
3438,Stéphane Darbion,172,Troyes,5,Ligue 1,2015,26,1,2,33,3.0,0.04
3445,Corentin Jean,210,Lens,5,Ligue 1,2020,23,1,1,21,5.0,0.04
3454,Zargo Toure,179,Lorient,5,Ligue 1,2016,23,1,0,15,7.000000000000001,0.04
3464,Vincent Le Goff,179,Lorient,5,Ligue 1,2014,28,1,1,4,25.0,0.04
3472,Lars Jacobsen,169,Guingamp,5,Ligue 1,2014,25,1,1,5,20.0,0.04
3475,Ludovic Blas,169,Guingamp,5,Ligue 1,2016,24,1,1,30,3.0,0.04
3477,Jimmy Briand,176,Bordeaux,5,Ligue 1,2020,24,1,2,13,8.0,0.04
3488,Romain Thomas,167,Angers,5,Ligue 1,2019,27,1,2,8,13.0,0.04
3495,Pierrick Capelle,167,Angers,5,Ligue 1,2019,24,1,2,36,3.0,0.04
3506,Moustapha Bayal Sall,175,Saint-Etienne,5,Ligue 1,2014,23,1,0,14,7.000000000000001,0.04
3507,Vincent Pajot,175,Saint-Etienne,5,Ligue 1,2015,28,1,1,25,4.0,0.04
3513,Kévin Monnet-Paquet,175,Saint-Etienne,5,Ligue 1,2018,23,1,1,20,5.0,0.04
3524,Alaeddine Yahia,165,Caen,5,Ligue 1,2015,26,1,0,15,7.000000000000001,0.04
3536,Jean-Victor Makengo,170,Nice,5,Ligue 1,2018,25,1,0,13,8.0,0.04
3538,Tongo Doumbia,174,Toulouse,5,Ligue 1,2015,25,1,1,33,3.0,0.04
3542,Damien Da Silva,163,Rennes,5,Ligue 1,2019,25,1,1,5,20.0,0.04
3543,Nicolas Seube,165,Caen,5,Ligue 1,2014,24,1,2,15,7.000000000000001,0.04
3557,Lass Diarra,164,Marseille,5,Ligue 1,2015,26,1,1,10,10.0,0.04
3559,Abdel Barrada,164,Marseille,5,Ligue 1,2015,24,1,6,26,4.0,0.04
3565,Marko Basa,160,Lille,5,Ligue 1,2016,23,1,0,7,14.000000000000002,0.04
3566,Christophe Jallet,178,Lyon,5,Ligue 1,2015,23,1,5,21,5.0,0.04
3567,Samuel Umtiti,148,Barcelona,4,La Liga,2016,25,1,0,6,17.0,0.04
3567,Samuel Umtiti,148,Barcelona,4,La Liga,2017,25,1,0,9,11.0,0.04
3590,Souleymane Camara,166,Montpellier,5,Ligue 1,2016,28,1,1,25,4.0,0.04
3626,Mexer,163,Rennes,5,Ligue 1,2016,23,1,1,3,33.0,0.04
3673,Valentin Rongier,164,Marseille,5,Ligue 1,2020,26,1,2,17,6.0,0.04
3689,Loic Perrin,175,Saint-Etienne,5,Ligue 1,2014,28,1,0,14,7.000000000000001,0.04
3692,Franck Beria,160,Lille,5,Ligue 1,2016,28,1,0,13,8.0,0.04
3694,Joris Gnagnon,163,Rennes,5,Ligue 1,2016,27,1,0,21,5.0,0.04
3740,Lucas Deaux,235,Nimes,5,Ligue 1,2020,25,1,2,12,8.0,0.04
3743,Lucas Tousart,122,Hertha Berlin,3,Bundesliga,2020,26,1,0,30,3.0,0.04
3749,Jonathan Bamba,160,Lille,5,Ligue 1,2019,26,1,4,48,2.0,0.04
3809,Grégory Sertic,176,Bordeaux,5,Ligue 1,2014,27,1,0,36,3.0,0.04
3815,Gonzalo Bergessio,102,Sampdoria,2,Serie A,2014,23,1,1,19,5.0,0.04
3820,Maxime Lestienne,101,Genoa,2,Serie A,2014,23,1,2,32,3.0,0.04
3834,Ishak Belfodil,230,Parma Calcio 1913,2,Serie A,2014,23,1,2,26,4.0,0.04
3838,Alessandro Lucarelli,230,Parma Calcio 1913,2,Serie A,2014,28,1,1,7,14.000000000000002,0.04
3842,Claudio Terzi,260,Spezia,2,Serie A,2020,25,1,1,5,20.0,0.04
3864,Stefano Lucchini,203,Cesena,2,Serie A,2014,28,1,0,4,25.0,0.04
3870,Nemanja Vidic,106,Inter,2,Serie A,2014,23,1,0,17,6.0,0.04
4039,Álex López,152,Celta Vigo,4,La Liga,2014,25,1,0,23,4.0,0.04
4054,Pablo Hervías,231,Real Valladolid,4,La Liga,2019,25,1,0,19,5.0,0.04
4059,Héctor Moreno,140,Real Sociedad,4,La Liga,2018,25,1,0,6,17.0,0.04
4061,Diego Colotto,141,Espanyol,4,La Liga,2014,23,1,0,13,8.0,0.04
4070,Borja,206,Cordoba,4,La Liga,2014,28,1,3,35,3.0,0.04
4076,Jason,151,Levante,4,La Liga,2017,27,1,2,33,3.0,0.04
4085,Sammir,142,Getafe,4,La Liga,2014,23,1,4,20,5.0,0.04
4091,Unai López,147,Athletic Club,4,La Liga,2019,26,1,4,28,4.0,0.04
4101,Giovani dos Santos,154,Villarreal,4,La Liga,2014,26,1,3,38,3.0,0.04
4113,Cristian Herrera,207,Elche,4,La Liga,2014,26,1,0,15,7.000000000000001,0.04
4146,Fidel,206,Cordoba,4,La Liga,2014,24,1,1,17,6.0,0.04
4154,Abdoulaye Ba,145,Rayo Vallecano,4,La Liga,2018,26,1,0,9,11.0,0.04
4162,Gaizka Toquero,158,Alaves,4,La Liga,2016,23,1,1,9,11.0,0.04
4183,Vitorino Antunes,142,Getafe,4,La Liga,2018,28,1,3,29,3.0,0.04
4226,Darwin Machís,159,Leganes,4,La Liga,2016,27,1,3,36,3.0,0.04
4234,Simon Rolfes,119,Bayer Leverkusen,3,Bundesliga,2014,24,1,1,12,8.0,0.04
4242,Stefan Mitrovic,225,Strasbourg,5,Ligue 1,2019,23,1,1,5,20.0,0.04
4247,Maximilian Philipp,135,Freiburg,3,Bundesliga,2014,24,1,2,19,5.0,0.04
4250,Nicolas Höfler,135,Freiburg,3,Bundesliga,2016,28,1,1,7,14.000000000000002,0.04
4250,Nicolas Höfler,135,Freiburg,3,Bundesliga,2017,27,1,3,11,9.0,0.04
4266,Marvin Bakalorz,128,Hannover 96,3,Bundesliga,2018,25,1,0,11,9.0,0.04
4270,Andreas Beck,133,VfB Stuttgart,3,Bundesliga,2017,23,1,1,8,13.0,0.04
4271,Janik Haberer,135,Freiburg,3,Bundesliga,2018,27,1,3,26,4.0,0.04
4344,Florian Kath,135,Freiburg,3,Bundesliga,2017,24,1,0,16,6.0,0.04
4403,Mehdi Abeid,168,Nantes,5,Ligue 1,2019,25,1,2,33,3.0,0.04
4413,Stephen Quinn,91,Hull,1,Premier League,2014,28,1,3,16,6.0,0.04
4414,Sone Aluko,91,Hull,1,Premier League,2014,25,1,0,31,3.0,0.04
4430,Joey Barton,202,Queens Park Rangers,1,Premier League,2014,28,1,3,35,3.0,0.04
4439,Paul Konchesky,75,Leicester,1,Premier League,2014,26,1,1,5,20.0,0.04
4712,Djakaridja Koné,209,Evian Thonon Gaillard,5,Ligue 1,2014,26,1,0,12,8.0,0.04
4713,Yeltsin Tejeda,209,Evian Thonon Gaillard,5,Ligue 1,2014,27,1,2,17,6.0,0.04
4719,Cédric Cambon,209,Evian Thonon Gaillard,5,Ligue 1,2014,26,1,0,6,17.0,0.04
4733,José Luis Palomino,107,Atalanta,2,Serie A,2017,26,1,0,10,10.0,0.04
4733,José Luis Palomino,180,Metz,5,Ligue 1,2014,24,1,1,6,17.0,0.04
4734,Guido Milan,180,Metz,5,Ligue 1,2014,24,1,0,9,11.0,0.04
4746,Rod Fanni,164,Marseille,5,Ligue 1,2016,28,1,0,3,33.0,0.04
4756,Grégoire Puel,170,Nice,5,Ligue 1,2014,27,1,1,13,8.0,0.04
4790,Lalaïna Nomenjanahary,210,Lens,5,Ligue 1,2014,26,1,3,23,4.0,0.04
4804,Abdou Diallo,129,Borussia Dortmund,3,Bundesliga,2018,28,1,1,9,11.0,0.04
4849,Sada Thioub,167,Angers,5,Ligue 1,2019,23,1,2,14,7.000000000000001,0.04
4849,Sada Thioub,167,Angers,5,Ligue 1,2020,27,1,1,23,4.0,0.04
4896,Andrew Gravillon,179,Lorient,5,Ligue 1,2020,26,1,2,14,7.000000000000001,0.04
4904,Adrián Cubas,235,Nimes,5,Ligue 1,2020,27,1,0,11,9.0,0.04
4906,Alberto Cerri,116,Cagliari,2,Serie A,2020,24,1,0,16,6.0,0.04
4912,Paolo Faragò,116,Cagliari,2,Serie A,2018,26,1,1,20,5.0,0.04
4917,Niccolò Zanellato,115,Crotone,2,Serie A,2020,27,1,1,5,20.0,0.04
4939,Alessandro Bastoni,230,Parma Calcio 1913,2,Serie A,2018,24,1,0,3,33.0,0.04
5036,Riza Durmisi,153,Real Betis,4,La Liga,2016,27,1,4,22,5.0,0.04
5037,Darko Brasanac,153,Real Betis,4,La Liga,2016,25,1,1,15,7.000000000000001,0.04
5043,Kiko Femenía,90,Watford,1,Premier League,2017,23,1,1,9,11.0,0.04
5050,Clement Lenglet,148,Barcelona,4,La Liga,2018,23,1,0,6,17.0,0.04
5062,Yeray Álvarez,147,Athletic Club,4,La Liga,2020,23,1,0,10,10.0,0.04
5064,Dimitrios Siovas,159,Leganes,4,La Liga,2017,24,1,1,18,6.0,0.04
5065,Diego Rico,159,Leganes,4,La Liga,2016,25,1,0,16,6.0,0.04
5075,Rubén Peña,156,Eibar,4,La Liga,2016,28,1,0,23,4.0,0.04
5075,Rubén Peña,156,Eibar,4,La Liga,2017,28,1,0,12,8.0,0.04
5077,Mikel Vesga,159,Leganes,4,La Liga,2018,26,1,1,13,8.0,0.04
5080,Emre Colak,139,Deportivo La Coruna,4,La Liga,2017,26,1,1,17,6.0,0.04
5090,David García,157,Osasuna,4,La Liga,2016,25,1,0,9,11.0,0.04
5092,Goran Causic,157,Osasuna,4,La Liga,2016,26,1,2,14,7.000000000000001,0.04
5101,Carlos Clerc,157,Osasuna,4,La Liga,2016,25,1,0,7,14.000000000000002,0.04
5117,Víctor Díaz,159,Leganes,4,La Liga,2016,23,1,1,15,7.000000000000001,0.04
5126,José Ángel,156,Eibar,4,La Liga,2019,28,1,1,24,4.0,0.04
5153,Kévin Rodrigues,159,Leganes,4,La Liga,2019,26,1,2,23,4.0,0.04
5215,Florent Hadergjonaj,126,Ingolstadt,3,Bundesliga,2016,25,1,2,10,10.0,0.04
5226,Walace,128,Hannover 96,3,Bundesliga,2018,26,1,1,19,5.0,0.04
5228,Renato Sanches,160,Lille,5,Ligue 1,2020,23,1,3,21,5.0,0.04
5234,Jesús Vallejo,132,Eintracht Frankfurt,3,Bundesliga,2016,25,1,0,5,20.0,0.04
5242,Stefan Ilsanker,132,Eintracht Frankfurt,3,Bundesliga,2020,27,1,0,12,8.0,0.04
5251,Rani Khedira,121,Augsburg,3,Bundesliga,2020,27,1,0,10,10.0,0.04
5252,Dominik Kaiser,136,RasenBallsport Leipzig,3,Bundesliga,2016,25,1,0,15,7.000000000000001,0.04
5256,Oliver Burke,136,RasenBallsport Leipzig,3,Bundesliga,2016,25,1,2,9,11.0,0.04
5256,Oliver Burke,238,Sheffield United,1,Premier League,2020,25,1,1,25,4.0,0.04
5264,Caglar Söyüncü,75,Leicester,1,Premier League,2020,23,1,0,10,10.0,0.04
5264,Caglar Söyüncü,135,Freiburg,3,Bundesliga,2017,26,1,0,9,11.0,0.04
5270,Gerrit Holtmann,205,Paderborn,3,Bundesliga,2019,24,1,0,24,4.0,0.04
5272,Emre Mor,152,Celta Vigo,4,La Liga,2017,23,1,2,12,8.0,0.04
5273,Kerem Demirbay,119,Bayer Leverkusen,3,Bundesliga,2019,25,1,5,30,3.0,0.04
5286,Douglas Santos,118,Hamburger SV,3,Bundesliga,2017,27,1,1,21,5.0,0.04
5304,Mikel Merino,86,Newcastle United,1,Premier League,2017,24,1,1,16,6.0,0.04
5340,Marco Friedl,123,Werder Bremen,3,Bundesliga,2019,27,1,3,11,9.0,0.04
5358,Lukas Klostermann,136,RasenBallsport Leipzig,3,Bundesliga,2017,26,1,0,11,9.0,0.04
5358,Lukas Klostermann,136,RasenBallsport Leipzig,3,Bundesliga,2020,23,1,0,12,8.0,0.04
5360,Weston McKennie,124,Schalke 04,3,Bundesliga,2018,24,1,4,25,4.0,0.04
5545,Wilfred Ndidi,75,Leicester,1,Premier League,2020,26,1,4,16,6.0,0.04
5609,Yves Bissouma,160,Lille,5,Ligue 1,2016,23,1,0,19,5.0,0.04
5611,Martin Terrier,178,Lyon,5,Ligue 1,2019,23,1,2,17,6.0,0.04
5613,Gabriel,160,Lille,5,Ligue 1,2019,24,1,0,17,6.0,0.04
5620,Romain Amalfitano,181,Dijon,5,Ligue 1,2019,26,1,1,11,9.0,0.04
5631,Tobias Badila,182,Nancy,5,Ligue 1,2016,26,1,0,14,7.000000000000001,0.04
5632,Julien Cetout,182,Nancy,5,Ligue 1,2016,28,1,2,18,6.0,0.04
5647,Arnaud Souquet,166,Montpellier,5,Ligue 1,2020,23,1,1,6,17.0,0.04
5647,Arnaud Souquet,170,Nice,5,Ligue 1,2016,26,1,5,17,6.0,0.04
5648,Malang Sarr,170,Nice,5,Ligue 1,2016,27,1,1,5,20.0,0.04
5654,Baptiste Santamaria,167,Angers,5,Ligue 1,2019,28,1,1,35,3.0,0.04
5655,Flavien Tait,163,Rennes,5,Ligue 1,2020,23,1,3,26,4.0,0.04
5666,Mouctar Diakhaby,146,Valencia,4,La Liga,2020,26,1,0,11,9.0,0.04
5667,Igor Lewczuk,176,Bordeaux,5,Ligue 1,2016,25,1,0,11,9.0,0.04
5673,Simon Falette,132,Eintracht Frankfurt,3,Bundesliga,2017,27,1,0,15,7.000000000000001,0.04
5686,Digbo Maiga,180,Metz,5,Ligue 1,2019,26,1,2,29,3.0,0.04
5692,Fouad Chafik,181,Dijon,5,Ligue 1,2020,23,1,0,5,20.0,0.04
5697,Benoit Pedretti,182,Nancy,5,Ligue 1,2016,26,1,2,20,5.0,0.04
5712,Diego Carlos,168,Nantes,5,Ligue 1,2017,28,1,0,26,4.0,0.04
5722,Ibrahim Sangare,174,Toulouse,5,Ligue 1,2018,28,1,3,37,3.0,0.04
5725,Jordan Marié,181,Dijon,5,Ligue 1,2016,24,1,1,15,7.000000000000001,0.04
5725,Jordan Marié,181,Dijon,5,Ligue 1,2017,27,1,1,21,5.0,0.04
5725,Jordan Marié,181,Dijon,5,Ligue 1,2018,26,1,1,15,7.000000000000001,0.04
5789,Boubacar Kamara,164,Marseille,5,Ligue 1,2019,24,1,2,15,7.000000000000001,0.04
5910,Zan Majer,243,Lecce,2,Serie A,2019,27,1,1,19,5.0,0.04
5958,Oualid El Hajjam,224,Amiens,5,Ligue 1,2017,26,1,1,18,6.0,0.04
5985,Jeremy Grimm,225,Strasbourg,5,Ligue 1,2017,23,1,0,15,7.000000000000001,0.04
5986,Ernest Seka,225,Strasbourg,5,Ligue 1,2017,27,1,1,15,7.000000000000001,0.04
5993,Felix Eboa Eboa,169,Guingamp,5,Ligue 1,2017,23,1,0,9,11.0,0.04
6062,Isaac Hayden,86,Newcastle United,1,Premier League,2017,26,1,0,14,7.000000000000001,0.04
6062,Isaac Hayden,86,Newcastle United,1,Premier League,2018,25,1,4,22,5.0,0.04
6063,Jacob Murphy,86,Newcastle United,1,Premier League,2017,25,1,1,23,4.0,0.04
6088,Orel Mangala,133,VfB Stuttgart,3,Bundesliga,2020,24,1,3,25,4.0,0.04
6112,Andrei Girotto,168,Nantes,5,Ligue 1,2017,25,1,1,31,3.0,0.04
6112,Andrei Girotto,168,Nantes,5,Ligue 1,2019,25,1,0,22,5.0,0.04
6114,Pedro Alcalá,223,Girona,4,La Liga,2018,25,1,1,15,7.000000000000001,0.04
6135,Guido Pizarro,138,Sevilla,4,La Liga,2017,24,1,0,13,8.0,0.04
6147,Denis Zakaria,130,Borussia M.Gladbach,3,Bundesliga,2020,25,1,1,11,9.0,0.04
6149,Unai Núñez,147,Athletic Club,4,La Liga,2020,25,1,1,12,8.0,0.04
6150,Iñigo Córdoba,147,Athletic Club,4,La Liga,2019,24,1,4,28,4.0,0.04
6157,Timothy Castagne,107,Atalanta,2,Serie A,2019,27,1,2,17,6.0,0.04
6163,Nélson Semedo,148,Barcelona,4,La Liga,2018,26,1,0,6,17.0,0.04
6164,Andrés Guardado,153,Real Betis,4,La Liga,2020,24,1,0,11,9.0,0.04
6176,Adam Marusic,96,Lazio,2,Serie A,2018,26,1,1,16,6.0,0.04
6177,Luiz Felipe,96,Lazio,2,Serie A,2019,26,1,1,8,13.0,0.04
6206,Bram Nuytinck,99,Udinese,2,Serie A,2017,27,1,1,12,8.0,0.04
6206,Bram Nuytinck,99,Udinese,2,Serie A,2018,27,1,0,5,20.0,0.04
6215,Sergio Postigo,151,Levante,4,La Liga,2019,28,1,1,6,17.0,0.04
6216,Chema Rodríguez,151,Levante,4,La Liga,2017,25,1,1,7,14.000000000000002,0.04
6217,Enis Bardhi,151,Levante,4,La Liga,2020,26,1,2,36,3.0,0.04
6225,Paulo Oliveira,156,Eibar,4,La Liga,2019,26,1,0,12,8.0,0.04
6230,André Carrillo,90,Watford,1,Premier League,2017,28,1,2,23,4.0,0.04
6233,Ferland Mendy,150,Real Madrid,4,La Liga,2019,25,1,2,7,14.000000000000002,0.04
6233,Ferland Mendy,150,Real Madrid,4,La Liga,2020,26,1,0,12,8.0,0.04
6239,Junior Sambia,166,Montpellier,5,Ligue 1,2017,28,1,4,38,3.0,0.04
6249,Davinson Sánchez,82,Tottenham,1,Premier League,2018,23,1,1,14,7.000000000000001,0.04
6264,Mathieu Dossevi,174,Toulouse,5,Ligue 1,2019,26,1,2,24,4.0,0.04
6273,Robin Koch,135,Freiburg,3,Bundesliga,2018,24,1,0,11,9.0,0.04
6281,Bongani Zungu,224,Amiens,5,Ligue 1,2017,26,1,0,7,14.000000000000002,0.04
6282,Emiliano Rigoni,207,Elche,4,La Liga,2020,23,1,1,16,6.0,0.04
6303,Marvin Zeegelaar,99,Udinese,2,Serie A,2020,24,1,0,9,11.0,0.04
6316,Panagiotis Retsos,119,Bayer Leverkusen,3,Bundesliga,2017,24,1,3,12,8.0,0.04
6324,Marash Kumbulla,94,Verona,2,Serie A,2019,25,1,0,9,11.0,0.04
6326,Ibrahima Konaté,136,RasenBallsport Leipzig,3,Bundesliga,2018,28,1,1,13,8.0,0.04
6464,Adrien Silva,102,Sampdoria,2,Serie A,2020,24,1,1,6,17.0,0.04
6490,Manuel Akanji,129,Borussia Dortmund,3,Bundesliga,2018,25,1,0,8,13.0,0.04
6528,Loren Morón,153,Real Betis,4,La Liga,2020,26,1,0,24,4.0,0.04
6665,Curtis Jones,87,Liverpool,1,Premier League,2020,24,1,2,19,5.0,0.04
6860,Sofiane Alakouch,235,Nimes,5,Ligue 1,2018,25,1,0,13,8.0,0.04
6862,Florian Miguel,235,Nimes,5,Ligue 1,2019,24,1,0,18,6.0,0.04
6866,Theo Valls,235,Nimes,5,Ligue 1,2019,23,1,1,25,4.0,0.04
6883,Xavier Chavalerin,177,Reims,5,Ligue 1,2019,24,1,3,19,5.0,0.04
6885,Axel Disasi,177,Reims,5,Ligue 1,2019,27,1,0,15,7.000000000000001,0.04
6892,Fabián Balbuena,81,West Ham,1,Premier League,2018,23,1,0,19,5.0,0.04
6898,Cheick Timite,224,Amiens,5,Ligue 1,2018,27,1,1,35,3.0,0.04
6907,Colin Dagba,161,Paris Saint Germain,5,Ligue 1,2020,25,1,2,7,14.000000000000002,0.04
6931,Fran Beltrán,152,Celta Vigo,4,La Liga,2019,28,1,0,14,7.000000000000001,0.04
6967,Luis Advíncula,145,Rayo Vallecano,4,La Liga,2018,28,1,3,17,6.0,0.04
6971,Mitchell Dijks,97,Bologna,2,Serie A,2018,25,1,0,9,11.0,0.04
6972,Federico Santander,97,Bologna,2,Serie A,2019,24,1,0,25,4.0,0.04
6974,Mattias Svanberg,97,Bologna,2,Serie A,2019,25,1,2,38,3.0,0.04
6990,Antonino Barillà,230,Parma Calcio 1913,2,Serie A,2019,26,1,2,17,6.0,0.04
7007,Duje Caleta-Car,164,Marseille,5,Ligue 1,2019,23,1,1,15,7.000000000000001,0.04
7049,Evan Ndicka,132,Eintracht Frankfurt,3,Bundesliga,2018,27,1,1,13,8.0,0.04
7056,Niko Gießelmann,233,Fortuna Duesseldorf,3,Bundesliga,2019,25,1,1,14,7.000000000000001,0.04
7058,Kevin Stöger,233,Fortuna Duesseldorf,3,Bundesliga,2018,25,1,7,33,3.0,0.04
7070,Santiago Comesaña,145,Rayo Vallecano,4,La Liga,2018,25,1,1,8,13.0,0.04
7078,Sean Longstaff,86,Newcastle United,1,Premier League,2019,23,1,1,25,4.0,0.04
7113,Santiago Arias,143,Atletico Madrid,4,La Liga,2018,25,1,1,9,11.0,0.04
7119,Kenneth Omeruo,159,Leganes,4,La Liga,2019,23,1,0,4,25.0,0.04
7154,Virgil Misidjan,234,Nuernberg,3,Bundesliga,2018,23,1,1,23,4.0,0.04
7199,Aron Gunnarsson,227,Cardiff,1,Premier League,2018,28,1,1,20,5.0,0.04
7233,Joaquín Fernández,231,Real Valladolid,4,La Liga,2020,25,1,0,8,13.0,0.04
7322,Bukayo Saka,83,Arsenal,1,Premier League,2019,26,1,5,13,8.0,0.04
7345,Alphonso Davies,117,Bayern Munich,3,Bundesliga,2020,23,1,2,4,25.0,0.04
7352,Tyler Adams,136,RasenBallsport Leipzig,3,Bundesliga,2020,27,1,1,7,14.000000000000002,0.04
7359,Eduardo Camavinga,163,Rennes,5,Ligue 1,2019,25,1,2,15,7.000000000000001,0.04
7382,Dan Burn,220,Brighton,1,Premier League,2020,27,1,0,17,6.0,0.04
7472,Wilfried Stephane Singo,113,Torino,2,Serie A,2020,28,1,2,10,10.0,0.04
7691,Jamal Lewis,79,Norwich,1,Premier League,2019,28,1,0,9,11.0,0.04
7697,Onel Hernández,79,Norwich,1,Premier League,2019,26,1,2,29,3.0,0.04
7701,Moussa Djenepo,74,Southampton,1,Premier League,2020,27,1,0,14,7.000000000000001,0.04
7714,Ben Osborn,238,Sheffield United,1,Premier League,2020,24,1,0,10,10.0,0.04
7726,Ezri Konsa Ngoyo,71,Aston Villa,1,Premier League,2019,25,1,2,11,9.0,0.04
7730,Jean-Charles Castelletto,168,Nantes,5,Ligue 1,2020,24,1,0,8,13.0,0.04
7743,Pereira Lage,167,Angers,5,Ligue 1,2019,25,1,3,35,3.0,0.04
7745,Loris Benito,176,Bordeaux,5,Ligue 1,2019,23,1,0,12,8.0,0.04
7755,Domagoj Bradaric,160,Lille,5,Ligue 1,2020,26,1,2,4,25.0,0.04
7760,Abdoul Kader Bamba,168,Nantes,5,Ligue 1,2019,27,1,3,19,5.0,0.04
7783,Xaver Schlager,131,Wolfsburg,3,Bundesliga,2019,23,1,2,32,3.0,0.04
7786,Rafael Czichos,134,FC Cologne,3,Bundesliga,2019,26,1,1,13,8.0,0.04
7786,Rafael Czichos,134,FC Cologne,3,Bundesliga,2020,28,1,0,10,10.0,0.04
7791,Sebastiaan Bornauw,134,FC Cologne,3,Bundesliga,2020,24,1,1,18,6.0,0.04
7839,Lumor Agbenyenu,239,Mallorca,4,La Liga,2019,23,1,0,14,7.000000000000001,0.04
7857,Jon Moncayola,157,Osasuna,4,La Liga,2019,27,1,0,13,8.0,0.04
7867,Robert Skov,120,Hoffenheim,3,Bundesliga,2020,23,1,0,33,3.0,0.04
7879,Marius Bülter,240,Union Berlin,3,Bundesliga,2020,26,1,0,17,6.0,0.04
7891,Renan Lodi,143,Atletico Madrid,4,La Liga,2020,23,1,2,11,9.0,0.04
7902,Matthijs de Ligt,98,Juventus,2,Serie A,2020,27,1,1,19,5.0,0.04
7908,Marshall Munetsi,177,Reims,5,Ligue 1,2020,27,1,0,12,8.0,0.04
