playerID,Player_Name,teamID,Team_Name,leagueID,League_Name,season,Games_Played,Total_Goals,Total_Assists,Total_Shots,Shots_Converted_Perc,Goals_Per_Game
813,Salomón Rondón,86,Newcastle United,1,Premier League,2018,32,11,7,89,12.0,0.34
838,Sadio Mané,87,Liverpool,1,Premier League,2017,29,10,7,70,14.000000000000002,0.34
878,Yaya Touré,88,Manchester City,1,Premier League,2014,29,10,1,89,11.0,0.34
882,Glenn Murray,220,Brighton,1,Premier League,2017,35,12,0,52,23.0,0.34
882,Glenn Murray,220,Brighton,1,Premier League,2018,38,13,1,54,24.0,0.34
1102,Giovanni Simeone,101,Genoa,2,Serie A,2016,35,12,1,75,16.0,0.34
1185,Iago Falque,113,Torino,2,Serie A,2016,35,12,8,65,18.0,0.34
1186,Andrea Belotti,113,Torino,2,Serie A,2015,35,12,4,70,17.0,0.34
1236,Patrik Schick,102,Sampdoria,2,Serie A,2016,32,11,3,43,26.0,0.34
1424,Federico Bernardeschi,110,Fiorentina,2,Serie A,2016,32,11,4,71,15.0,0.34
1543,Sergej Milinkovic-Savic,96,Lazio,2,Serie A,2017,35,12,3,91,13.0,0.34
1804,Álvaro Morata,98,Juventus,2,Serie A,2020,32,11,9,56,20.0,0.34
2234,Mikel Oyarzabal,140,Real Sociedad,4,La Liga,2017,35,12,5,64,19.0,0.34
2339,Charles,137,Malaga,4,La Liga,2015,35,12,3,84,14.000000000000002,0.34
2380,Paco Alcácer,146,Valencia,4,La Liga,2014,32,11,5,61,18.0,0.34
2399,Iñaki Williams,147,Athletic Club,4,La Liga,2018,38,13,4,75,17.0,0.34
2478,Carlos Soler,146,Valencia,4,La Liga,2020,32,11,8,37,30.0,0.34
2589,Rafa Mir,232,SD Huesca,4,La Liga,2020,38,13,1,120,11.0,0.34
3262,Malcom,176,Bordeaux,5,Ligue 1,2017,35,12,7,75,16.0,0.34
3553,Ángel Di María,161,Paris Saint Germain,5,Ligue 1,2015,29,10,18,69,14.000000000000002,0.34
3749,Jonathan Bamba,160,Lille,5,Ligue 1,2018,38,13,3,67,19.0,0.34
4105,Raúl Jiménez,229,Wolverhampton Wanderers,1,Premier League,2018,38,13,7,111,12.0,0.34
5240,Ondrej Duda,122,Hertha Berlin,3,Bundesliga,2018,32,11,5,54,20.0,0.34
5302,Guido Burgstaller,124,Schalke 04,3,Bundesliga,2017,32,11,4,55,20.0,0.34
5656,Nicolas Pepe,83,Arsenal,1,Premier League,2020,29,10,1,47,21.0,0.34
5701,Ivan Santini,165,Caen,5,Ligue 1,2017,32,11,1,85,13.0,0.34
5980,Stéphane Bahoken,167,Angers,5,Ligue 1,2018,32,11,1,66,17.0,0.34
6155,Robin Gosens,107,Atalanta,2,Serie A,2020,32,11,6,52,21.0,0.34
7999,Hirving Lozano,105,Napoli,2,Serie A,2020,32,11,3,60,18.0,0.34
48,Jhon Córdoba,122,Hertha Berlin,3,Bundesliga,2020,21,7,1,48,15.0,0.33
158,Bas Dost,132,Eintracht Frankfurt,3,Bundesliga,2019,24,8,2,32,25.0,0.33
158,Bas Dost,132,Eintracht Frankfurt,3,Bundesliga,2020,12,4,2,15,27.0,0.33
210,Raffael,130,Borussia M.Gladbach,3,Bundesliga,2017,27,9,2,53,17.0,0.33
303,Ivica Olic,131,Wolfsburg,3,Bundesliga,2014,15,5,0,29,17.0,0.33
324,Adrián Ramos,129,Borussia Dortmund,3,Bundesliga,2015,27,9,4,37,24.0,0.33
329,Franck Ribéry,117,Bayern Munich,3,Bundesliga,2014,15,5,7,22,23.0,0.33
339,Eric Maxim Choupo-Moting,161,Paris Saint Germain,5,Ligue 1,2019,9,3,1,18,17.0,0.33
392,Arjen Robben,117,Bayern Munich,3,Bundesliga,2018,12,4,0,22,18.0,0.33
430,Aron Jóhannsson,123,Werder Bremen,3,Bundesliga,2015,6,2,0,14,14.000000000000002,0.33
463,Junior Stanislas,73,Bournemouth,1,Premier League,2016,21,7,5,43,16.0,0.33
483,Daniel Sturridge,87,Liverpool,1,Premier League,2014,12,4,1,39,10.0,0.33
537,Andy Carroll,81,West Ham,1,Premier League,2015,27,9,2,56,16.0,0.33
591,Gerard Deulofeu,90,Watford,1,Premier League,2018,30,10,5,60,17.0,0.33
606,Christian Benteke,78,Crystal Palace,1,Premier League,2020,30,10,1,71,14.000000000000002,0.33
619,Sergio Agüero,88,Manchester City,1,Premier League,2020,12,4,1,19,21.0,0.33
731,Dame N&#039;Doye,91,Hull,1,Premier League,2014,15,5,1,42,12.0,0.33
750,Riyad Mahrez,75,Leicester,1,Premier League,2017,36,12,10,74,16.0,0.33
750,Riyad Mahrez,88,Manchester City,1,Premier League,2019,33,11,9,74,15.0,0.33
750,Riyad Mahrez,88,Manchester City,1,Premier League,2020,27,9,6,58,16.0,0.33
838,Sadio Mané,74,Southampton,1,Premier League,2014,30,10,3,60,17.0,0.33
871,Bojan,85,Stoke,1,Premier League,2016,9,3,0,10,30.0,0.33
956,Andrej Kramaric,120,Hoffenheim,3,Bundesliga,2015,15,5,2,42,12.0,0.33
986,Danny Ings,87,Liverpool,1,Premier League,2015,6,2,0,10,20.0,0.33
993,Serge Gnabry,117,Bayern Munich,3,Bundesliga,2018,30,10,5,63,16.0,0.33
1104,Leonardo Pavoletti,116,Cagliari,2,Serie A,2017,33,11,0,86,13.0,0.33
1126,M&#039;Baye Niang,101,Genoa,2,Serie A,2014,15,5,2,36,14.000000000000002,0.33
1213,Filip Djordjevic,96,Lazio,2,Serie A,2014,24,8,2,34,24.0,0.33
1294,Paulo Dybala,98,Juventus,2,Serie A,2019,33,11,6,100,11.0,0.33
1383,Manolo Gabbiadini,102,Sampdoria,2,Serie A,2019,33,11,1,86,13.0,0.33
1425,Nikola Kalinic,95,Roma,2,Serie A,2019,15,5,1,19,26.0,0.33
1425,Nikola Kalinic,110,Fiorentina,2,Serie A,2015,36,12,3,72,17.0,0.33
1450,Umar Sadiq,95,Roma,2,Serie A,2015,6,2,0,4,50.0,0.33
1493,Andrea Petagna,221,SPAL 2013,2,Serie A,2019,36,12,1,110,11.0,0.33
1517,Antonio Candreva,96,Lazio,2,Serie A,2015,30,10,3,90,11.0,0.33
1583,Arkadiusz Milik,105,Napoli,2,Serie A,2017,15,5,0,23,22.0,0.33
1691,Robert Snodgrass,91,Hull,1,Premier League,2016,21,7,3,40,18.0,0.33
1885,Tino Costa,101,Genoa,2,Serie A,2014,6,2,1,13,15.0,0.33
1945,Marco Tumminello,115,Crotone,2,Serie A,2017,9,3,1,8,38.0,0.33
2100,Rafinha,148,Barcelona,4,La Liga,2016,18,6,2,25,24.0,0.33
2103,Aleix Vidal,148,Barcelona,4,La Liga,2016,6,2,2,9,22.0,0.33
2117,Marco Asensio,150,Real Madrid,4,La Liga,2019,9,3,1,8,38.0,0.33
2165,Jozabed,145,Rayo Vallecano,4,La Liga,2015,27,9,2,45,20.0,0.33
2200,Álvaro Vázquez,142,Getafe,4,La Liga,2014,21,7,0,35,20.0,0.33
2234,Mikel Oyarzabal,140,Real Sociedad,4,La Liga,2020,33,11,8,62,18.0,0.33
2255,Isco,150,Real Madrid,4,La Liga,2016,30,10,8,32,31.0,0.33
2382,Pablo Piatti,141,Espanyol,4,La Liga,2016,30,10,10,41,24.0,0.33
3244,Nicolas de Preville,160,Lille,5,Ligue 1,2017,6,2,0,15,13.0,0.33
3277,Alexandre Lacazette,83,Arsenal,1,Premier League,2019,30,10,4,52,19.0,0.33
3343,Ryad Boudebouz,166,Montpellier,5,Ligue 1,2016,33,11,9,60,18.0,0.33
3406,Emiliano Sala,168,Nantes,5,Ligue 1,2017,36,12,4,95,13.0,0.33
3426,Vágner Love,171,Monaco,5,Ligue 1,2015,12,4,0,24,17.0,0.33
3530,Andy Delort,165,Caen,5,Ligue 1,2015,36,12,2,141,9.0,0.33
3530,Andy Delort,174,Toulouse,5,Ligue 1,2016,15,5,0,38,13.0,0.33
3568,Clément Grenier,169,Guingamp,5,Ligue 1,2017,15,5,4,27,19.0,0.33
4471,Mohamed Diamé,91,Hull,1,Premier League,2014,12,4,0,16,25.0,0.33
4753,Carlos Eduardo,170,Nice,5,Ligue 1,2014,30,10,4,77,13.0,0.33
4851,Dario Cvitanich,170,Nice,5,Ligue 1,2014,9,3,0,11,27.0,0.33
4932,Pietro Pellegri,101,Genoa,2,Serie A,2017,6,2,0,8,25.0,0.33
5073,Florian Lejeune,86,Newcastle United,1,Premier League,2019,6,2,0,4,50.0,0.33
5657,Karl Toko Ekambi,154,Villarreal,4,La Liga,2019,18,6,2,39,15.0,0.33
6170,André Silva,138,Sevilla,4,La Liga,2018,27,9,0,63,14.000000000000002,0.33
6187,Mirco Antenucci,221,SPAL 2013,2,Serie A,2017,33,11,7,67,16.0,0.33
6271,Ihlas Bebou,128,Hannover 96,3,Bundesliga,2018,12,4,3,27,15.0,0.33
6338,Lucas Alario,119,Bayer Leverkusen,3,Bundesliga,2018,27,9,3,42,21.0,0.33
6487,John Mendoza,224,Amiens,5,Ligue 1,2019,15,5,0,23,22.0,0.33
7059,Benito Raman,233,Fortuna Duesseldorf,3,Bundesliga,2018,30,10,4,55,18.0,0.33
7153,Matheus Pereira,76,West Bromwich Albion,1,Premier League,2020,33,11,6,65,17.0,0.33
7193,Rafael Leão,160,Lille,5,Ligue 1,2018,24,8,3,37,22.0,0.33
7746,Hwang Ui-Jo,176,Bordeaux,5,Ligue 1,2020,36,12,3,76,16.0,0.33
7900,Sargis Adamyan,120,Hoffenheim,3,Bundesliga,2019,15,5,1,21,24.0,0.33
7981,Nianzou Kouassi,161,Paris Saint Germain,5,Ligue 1,2019,6,2,0,2,100.0,0.33
45,Yunus Malli,125,Mainz 05,3,Bundesliga,2015,34,11,4,64,17.0,0.32
88,Mark Uth,120,Hoffenheim,3,Bundesliga,2015,25,8,1,35,23.0,0.32
88,Mark Uth,120,Hoffenheim,3,Bundesliga,2016,22,7,3,39,18.0,0.32
288,Stefan Aigner,132,Eintracht Frankfurt,3,Bundesliga,2014,28,9,0,43,21.0,0.32
306,Florian Niederlechner,135,Freiburg,3,Bundesliga,2016,34,11,2,78,14.000000000000002,0.32
337,Leroy Sané,88,Manchester City,1,Premier League,2018,31,10,10,56,18.0,0.32
340,Klaas-Jan Huntelaar,124,Schalke 04,3,Bundesliga,2014,28,9,3,74,12.0,0.32
407,Martin Harnik,133,VfB Stuttgart,3,Bundesliga,2014,28,9,2,52,17.0,0.32
453,Son Heung-Min,82,Tottenham,1,Premier League,2017,37,12,6,75,16.0,0.32
482,Roberto Firmino,87,Liverpool,1,Premier League,2015,31,10,7,63,16.0,0.32
618,Raheem Sterling,88,Manchester City,1,Premier League,2020,31,10,7,70,14.000000000000002,0.32
629,Wayne Rooney,72,Everton,1,Premier League,2017,31,10,2,45,22.0,0.32
645,Dele Alli,82,Tottenham,1,Premier League,2019,25,8,4,42,19.0,0.32
713,André Ayew,164,Marseille,5,Ligue 1,2014,28,9,3,52,17.0,0.32
734,Wahbi Khazri,175,Saint-Etienne,5,Ligue 1,2020,22,7,1,32,22.0,0.32
770,Ayoze Pérez,86,Newcastle United,1,Premier League,2018,37,12,2,55,22.0,0.32
841,Graziano Pellè,74,Southampton,1,Premier League,2014,38,12,2,123,10.0,0.32
865,Marko Arnautovic,85,Stoke,1,Premier League,2015,34,11,6,70,16.0,0.32
868,Mame Biram Diouf,85,Stoke,1,Premier League,2014,34,11,3,55,20.0,0.32
960,Clinton N&#039;Jie,164,Marseille,5,Ligue 1,2017,22,7,3,30,23.0,0.32
1102,Giovanni Simeone,116,Cagliari,2,Serie A,2019,37,12,3,86,14.000000000000002,0.32
1129,Suso,101,Genoa,2,Serie A,2015,19,6,1,36,17.0,0.32
1148,Duván Zapata,99,Udinese,2,Serie A,2015,25,8,2,53,15.0,0.32
1185,Iago Falque,113,Torino,2,Serie A,2017,37,12,8,76,16.0,0.32
1219,Luis Alberto,96,Lazio,2,Serie A,2017,34,11,14,80,14.000000000000002,0.32
1229,Luis Muriel,110,Fiorentina,2,Serie A,2018,19,6,0,46,13.0,0.32
1230,Fabio Quagliarella,102,Sampdoria,2,Serie A,2016,37,12,4,112,11.0,0.32
1381,Marek Hamsik,105,Napoli,2,Serie A,2016,38,12,10,88,14.000000000000002,0.32
1393,Lorenzo Insigne,105,Napoli,2,Serie A,2015,37,12,10,134,9.0,0.32
1426,Josip Ilicic,110,Fiorentina,2,Serie A,2014,25,8,3,72,11.0,0.32
1592,João Pedro,116,Cagliari,2,Serie A,2016,22,7,3,40,18.0,0.32
1700,Lucas Pérez,158,Alaves,4,La Liga,2019,34,11,5,48,23.0,0.32
1709,Cristhian Stuani,141,Espanyol,4,La Liga,2014,37,12,0,45,27.0,0.32
1852,Ante Rebic,132,Eintracht Frankfurt,3,Bundesliga,2018,28,9,4,61,15.0,0.32
2019,Federico Bonazzoli,102,Sampdoria,2,Serie A,2019,19,6,0,43,14.000000000000002,0.32
2070,Carlos Fernández,155,Granada,4,La Liga,2019,34,11,3,47,23.0,0.32
2116,Felipe Caicedo,96,Lazio,2,Serie A,2020,25,8,0,31,26.0,0.32
2186,Morales,151,Levante,4,La Liga,2018,37,12,5,65,18.0,0.32
2214,Carlos Carmona,149,Sporting Gijon,4,La Liga,2016,25,8,2,34,24.0,0.32
2252,Borja Mayoral,95,Roma,2,Serie A,2020,31,10,2,39,26.0,0.32
2378,Daniel Parejo,146,Valencia,4,La Liga,2014,34,11,5,54,20.0,0.32
2399,Iñaki Williams,147,Athletic Club,4,La Liga,2015,25,8,3,42,19.0,0.32
2518,Marcos Llorente,143,Atletico Madrid,4,La Liga,2020,37,12,11,49,24.0,0.32
3211,Martin Braithwaite,174,Toulouse,5,Ligue 1,2016,34,11,3,98,11.0,0.32
3293,Lucas Moura,161,Paris Saint Germain,5,Ligue 1,2016,37,12,5,66,18.0,0.32
3310,Alassane Pléa,170,Nice,5,Ligue 1,2015,19,6,4,46,13.0,0.32
3477,Jimmy Briand,176,Bordeaux,5,Ligue 1,2019,22,7,1,28,25.0,0.32
3544,Jeremie Boga,104,Sassuolo,2,Serie A,2019,34,11,2,57,19.0,0.32
4068,Florin Andone,139,Deportivo La Coruna,4,La Liga,2016,37,12,2,100,12.0,0.32
4248,Nils Petersen,135,Freiburg,3,Bundesliga,2019,34,11,2,55,20.0,0.32
4408,Steven Gerrard,87,Liverpool,1,Premier League,2014,28,9,1,54,17.0,0.32
4422,Ashley Barnes,92,Burnley,1,Premier League,2018,37,12,2,65,18.0,0.32
4422,Ashley Barnes,92,Burnley,1,Premier League,2019,19,6,0,40,15.0,0.32
4787,Mathieu Duhamel,165,Caen,5,Ligue 1,2014,19,6,0,43,14.000000000000002,0.32
5074,Kike García,156,Eibar,4,La Liga,2020,37,12,2,87,14.000000000000002,0.32
5222,Joel Pohjanpalo,240,Union Berlin,3,Bundesliga,2020,19,6,0,31,19.0,0.32
5549,Luka Milivojevic,78,Crystal Palace,1,Premier League,2018,38,12,2,57,21.0,0.32
5625,Kwon Chang-Hoon,181,Dijon,5,Ligue 1,2017,34,11,3,67,16.0,0.32
5677,Florent Mollet,180,Metz,5,Ligue 1,2017,22,7,1,44,16.0,0.32
5706,Dodi Lukebakio,233,Fortuna Duesseldorf,3,Bundesliga,2018,31,10,3,56,18.0,0.32
5992,Marcus Thuram,130,Borussia M.Gladbach,3,Bundesliga,2019,31,10,8,57,18.0,0.32
6055,Phil Foden,88,Manchester City,1,Premier League,2020,28,9,5,45,20.0,0.32
6098,Niclas Füllkrug,123,Werder Bremen,3,Bundesliga,2020,19,6,0,35,17.0,0.32
6863,Téji Savanier,166,Montpellier,5,Ligue 1,2019,19,6,2,31,19.0,0.32
7009,Jaime Mata,142,Getafe,4,La Liga,2019,34,11,3,56,20.0,0.32
7490,Mason Greenwood,89,Manchester United,1,Premier League,2019,31,10,1,39,26.0,0.32
88,Mark Uth,134,FC Cologne,3,Bundesliga,2019,16,5,5,45,11.0,0.31
104,Mevlüt Erdinc,175,Saint-Etienne,5,Ligue 1,2014,26,8,1,40,20.0,0.31
119,Anthony Ujah,134,FC Cologne,3,Bundesliga,2014,32,10,3,59,17.0,0.31
154,André Schürrle,131,Wolfsburg,3,Bundesliga,2015,29,9,3,69,13.0,0.31
170,Nicolai Müller,118,Hamburger SV,3,Bundesliga,2015,29,9,5,37,24.0,0.31
209,Josip Drmic,130,Borussia M.Gladbach,3,Bundesliga,2017,13,4,1,18,22.0,0.31
261,Julian Brandt,119,Bayer Leverkusen,3,Bundesliga,2015,29,9,3,30,30.0,0.31
273,Raúl Bobadilla,121,Augsburg,3,Bundesliga,2014,32,10,2,83,12.0,0.31
291,Haris Seferovic,132,Eintracht Frankfurt,3,Bundesliga,2014,32,10,5,94,11.0,0.31
321,Shinji Kagawa,129,Borussia Dortmund,3,Bundesliga,2015,29,9,7,31,28.999999999999996,0.31
337,Leroy Sané,88,Manchester City,1,Premier League,2017,32,10,15,56,18.0,0.31
448,Ivan Perisic,106,Inter,2,Serie A,2016,36,11,8,104,11.0,0.31
464,Max Gradel,174,Toulouse,5,Ligue 1,2018,36,11,5,120,9.0,0.31
482,Roberto Firmino,87,Liverpool,1,Premier League,2016,35,11,7,100,11.0,0.31
484,Divock Origi,87,Liverpool,1,Premier League,2015,16,5,1,24,21.0,0.31
488,Philippe Coutinho,87,Liverpool,1,Premier League,2015,26,8,5,111,7.000000000000001,0.31
522,Wilfried Zaha,78,Crystal Palace,1,Premier League,2017,29,9,3,64,14.000000000000002,0.31
531,Michail Antonio,81,West Ham,1,Premier League,2015,26,8,3,54,15.0,0.31
531,Michail Antonio,81,West Ham,1,Premier League,2016,29,9,3,77,12.0,0.31
555,Memphis Depay,178,Lyon,5,Ligue 1,2016,16,5,7,47,11.0,0.31
606,Christian Benteke,87,Liverpool,1,Premier League,2015,29,9,3,61,15.0,0.31
617,David Silva,88,Manchester City,1,Premier League,2017,29,9,11,54,17.0,0.31
620,Kelechi Iheanacho,88,Manchester City,1,Premier League,2015,26,8,1,28,28.999999999999996,0.31
648,Nacer Chadli,82,Tottenham,1,Premier League,2014,35,11,5,54,20.0,0.31
714,Gylfi Sigurdsson,84,Swansea,1,Premier League,2015,36,11,3,88,13.0,0.31
775,Andros Townsend,86,Newcastle United,1,Premier League,2015,13,4,2,24,17.0,0.31
838,Sadio Mané,87,Liverpool,1,Premier League,2020,35,11,7,94,12.0,0.31
866,Joselu,158,Alaves,4,La Liga,2019,36,11,2,87,13.0,0.31
897,Juanmi,140,Real Sociedad,4,La Liga,2016,35,11,0,48,23.0,0.31
940,Nikica Jelavic,91,Hull,1,Premier League,2014,26,8,1,57,14.000000000000002,0.31
965,Santiago Cazorla,154,Villarreal,4,La Liga,2019,35,11,9,49,22.0,0.31
986,Danny Ings,92,Burnley,1,Premier League,2014,35,11,4,97,11.0,0.31
1126,M&#039;Baye Niang,111,AC Milan,2,Serie A,2015,16,5,4,37,14.000000000000002,0.31
1147,Cyril Théréau,99,Udinese,2,Serie A,2015,36,11,3,77,14.000000000000002,0.31
1186,Andrea Belotti,113,Torino,2,Serie A,2017,32,10,4,84,12.0,0.31
1208,Felipe Anderson,96,Lazio,2,Serie A,2014,32,10,7,65,15.0,0.31
1236,Patrik Schick,119,Bayer Leverkusen,3,Bundesliga,2020,29,9,1,56,16.0,0.31
1384,Dries Mertens,105,Napoli,2,Serie A,2020,29,9,8,55,16.0,0.31
1405,Marco Borriello,103,Carpi,2,Serie A,2015,13,4,3,30,13.0,0.31
1468,Gregoire Defrel,102,Sampdoria,2,Serie A,2018,36,11,3,47,23.0,0.31
1494,Mauricio Pinilla,101,Genoa,2,Serie A,2014,13,4,0,31,13.0,0.31
1740,Paul Pogba,98,Juventus,2,Serie A,2014,26,8,3,56,14.000000000000002,0.31
1804,Álvaro Morata,80,Chelsea,1,Premier League,2018,16,5,0,35,14.000000000000002,0.31
1819,Kevin-Prince Boateng,104,Sassuolo,2,Serie A,2018,13,4,1,28,14.000000000000002,0.31
1879,Stefano Mauri,96,Lazio,2,Serie A,2014,29,9,2,43,21.0,0.31
2087,David Barral,151,Levante,4,La Liga,2014,35,11,0,74,15.0,0.31
2246,Sergio Ramos,150,Real Madrid,4,La Liga,2019,35,11,0,39,28.000000000000004,0.31
2311,Roberto Soldado,155,Granada,4,La Liga,2020,29,9,0,29,31.0,0.31
2380,Paco Alcácer,154,Villarreal,4,La Liga,2019,13,4,1,26,15.0,0.31
2416,Carlos Vela,140,Real Sociedad,4,La Liga,2014,29,9,3,61,15.0,0.31
2442,Kevin Gameiro,138,Sevilla,4,La Liga,2014,26,8,2,32,25.0,0.31
2549,Gaël Kakuta,210,Lens,5,Ligue 1,2020,35,11,5,52,21.0,0.31
2566,Roger,151,Levante,4,La Liga,2019,36,11,1,57,19.0,0.31
3065,Domenico Criscito,101,Genoa,2,Serie A,2019,26,8,0,24,33.0,0.31
3211,Martin Braithwaite,174,Toulouse,5,Ligue 1,2015,36,11,0,108,10.0,0.31
3261,Diego Rolan,176,Bordeaux,5,Ligue 1,2016,29,9,0,48,19.0,0.31
3293,Lucas Moura,82,Tottenham,1,Premier League,2018,32,10,0,45,22.0,0.31
3512,Nolan Roux,175,Saint-Etienne,5,Ligue 1,2015,29,9,2,57,16.0,0.31
3553,Ángel Di María,161,Paris Saint Germain,5,Ligue 1,2019,26,8,14,74,11.0,0.31
3574,Nicolas Benezet,165,Caen,5,Ligue 1,2014,13,4,1,17,24.0,0.31
3667,Nabil Fekir,178,Lyon,5,Ligue 1,2018,29,9,7,91,10.0,0.31
3746,Gaetan Laborde,166,Montpellier,5,Ligue 1,2018,36,11,4,85,13.0,0.31
3799,Wesley Said,181,Dijon,5,Ligue 1,2017,29,9,2,49,18.0,0.31
4038,Joaquín Larrivey,152,Celta Vigo,4,La Liga,2014,35,11,2,63,17.0,0.31
4074,Kalu Uche,151,Levante,4,La Liga,2014,16,5,2,25,20.0,0.31
4136,Ángel,142,Getafe,4,La Liga,2019,32,10,3,53,19.0,0.31
5176,Ryan Babel,228,Fulham,1,Premier League,2018,16,5,3,27,19.0,0.31
5230,Thomas Delaney,123,Werder Bremen,3,Bundesliga,2016,13,4,1,14,28.999999999999996,0.31
5543,Gabriel Jesus,88,Manchester City,1,Premier League,2020,29,9,4,55,16.0,0.31
5623,Lois Diony,181,Dijon,5,Ligue 1,2016,35,11,8,58,19.0,0.31
6090,Simon Terodde,134,FC Cologne,3,Bundesliga,2017,16,5,1,22,23.0,0.31
6253,Gianluca Scamacca,101,Genoa,2,Serie A,2020,26,8,2,47,17.0,0.31
6345,Jadon Sancho,129,Borussia Dortmund,3,Bundesliga,2020,26,8,11,52,15.0,0.31
6905,Ludovic Ajorque,225,Strasbourg,5,Ligue 1,2019,26,8,4,50,16.0,0.31
7390,Karlan Grant,219,Huddersfield,1,Premier League,2018,13,4,0,21,19.0,0.31
7696,Teemu Pukki,79,Norwich,1,Premier League,2019,36,11,3,80,14.000000000000002,0.31
47,Yoshinori Muto,125,Mainz 05,3,Bundesliga,2017,27,8,2,37,22.0,0.3
98,Kenan Karaman,233,Fortuna Duesseldorf,3,Bundesliga,2019,20,6,1,32,19.0,0.3
191,Chicharito,150,Real Madrid,4,La Liga,2014,23,7,4,30,23.0,0.3
213,Thorgan Hazard,130,Borussia M.Gladbach,3,Bundesliga,2018,33,10,10,75,13.0,0.3
271,Ja-Cheol Koo,121,Augsburg,3,Bundesliga,2015,27,8,1,40,20.0,0.3
294,Gian-Luca Waldschmidt,135,Freiburg,3,Bundesliga,2018,30,9,1,64,14.000000000000002,0.3
294,Gian-Luca Waldschmidt,135,Freiburg,3,Bundesliga,2019,23,7,1,43,16.0,0.3
300,Daniel Didavi,131,Wolfsburg,3,Bundesliga,2017,30,9,5,55,16.0,0.3
314,Ilkay Gündogan,88,Manchester City,1,Premier League,2016,10,3,1,16,19.0,0.3
320,Jonas Hofmann,125,Mainz 05,3,Bundesliga,2014,10,3,0,12,25.0,0.3
407,Martin Harnik,128,Hannover 96,3,Bundesliga,2017,30,9,2,49,18.0,0.3
426,Daniel Ginczek,133,VfB Stuttgart,3,Bundesliga,2017,23,7,0,42,17.0,0.3
448,Ivan Perisic,106,Inter,2,Serie A,2017,37,11,9,116,9.0,0.3
468,Callum Wilson,73,Bournemouth,1,Premier League,2016,20,6,0,31,19.0,0.3
536,Dimitri Payet,81,West Ham,1,Premier League,2015,30,9,12,69,13.0,0.3
553,Anthony Martial,89,Manchester United,1,Premier League,2017,30,9,5,49,18.0,0.3
556,Marcus Rashford,89,Manchester United,1,Premier League,2018,33,10,6,84,12.0,0.3
556,Marcus Rashford,89,Manchester United,1,Premier League,2020,37,11,9,79,14.000000000000002,0.3
579,Nathan Aké,73,Bournemouth,1,Premier League,2016,10,3,0,6,50.0,0.3
645,Dele Alli,82,Tottenham,1,Premier League,2015,33,10,9,74,14.000000000000002,0.3
756,Leonardo Ulloa,75,Leicester,1,Premier League,2014,37,11,3,49,22.0,0.3
773,Aleksandar Mitrovic,228,Fulham,1,Premier League,2018,37,11,3,131,8.0,0.3
838,Sadio Mané,74,Southampton,1,Premier League,2015,37,11,6,86,13.0,0.3
866,Joselu,158,Alaves,4,La Liga,2020,37,11,3,94,12.0,0.3
1104,Leonardo Pavoletti,101,Genoa,2,Serie A,2016,10,3,0,30,10.0,0.3
1136,Gianluca Lapadula,111,AC Milan,2,Serie A,2016,27,8,3,44,18.0,0.3
1187,Adem Ljajic,113,Torino,2,Serie A,2016,33,10,8,94,11.0,0.3
1251,Radja Nainggolan,95,Roma,2,Serie A,2016,37,11,5,90,12.0,0.3
1255,Francesco Totti,95,Roma,2,Serie A,2014,27,8,6,52,15.0,0.3
1272,Ilija Nestorovski,100,Palermo,2,Serie A,2016,37,11,3,76,14.000000000000002,0.3
1290,Miralem Pjanic,95,Roma,2,Serie A,2015,33,10,12,68,15.0,0.3
1347,Sergio Pellissier,109,Chievo,2,Serie A,2016,30,9,2,36,25.0,0.3
1362,Simy,115,Crotone,2,Serie A,2017,23,7,1,31,23.0,0.3
1407,Federico Melchiorri,116,Cagliari,2,Serie A,2016,10,3,0,14,21.0,0.3
1514,Éder,102,Sampdoria,2,Serie A,2014,30,9,4,83,11.0,0.3
1552,Alberto Gilardino,100,Palermo,2,Serie A,2015,33,10,2,49,20.0,0.3
1580,Mattia Destro,97,Bologna,2,Serie A,2015,27,8,3,64,13.0,0.3
1642,Simone Zaza,146,Valencia,4,La Liga,2016,20,6,1,60,10.0,0.3
1682,Islam Slimani,75,Leicester,1,Premier League,2016,23,7,4,35,20.0,0.3
1809,Joaquín Correa,96,Lazio,2,Serie A,2019,30,9,2,78,12.0,0.3
2106,Munir,158,Alaves,4,La Liga,2017,33,10,6,62,16.0,0.3
2116,Felipe Caicedo,96,Lazio,2,Serie A,2019,30,9,2,30,30.0,0.3
2249,James Rodríguez,117,Bayern Munich,3,Bundesliga,2017,23,7,11,41,17.0,0.3
2305,Adrián,139,Deportivo La Coruna,4,La Liga,2017,30,9,5,60,15.0,0.3
2361,Willian José,140,Real Sociedad,4,La Liga,2019,37,11,1,59,19.0,0.3
2361,Willian José,144,Las Palmas,4,La Liga,2015,30,9,1,54,17.0,0.3
2380,Paco Alcácer,148,Barcelona,4,La Liga,2016,20,6,3,25,24.0,0.3
2480,Jonathas,128,Hannover 96,3,Bundesliga,2018,10,3,1,13,23.0,0.3
2537,Sandro Ramírez,232,SD Huesca,4,La Liga,2020,20,6,1,31,19.0,0.3
3228,Giovanni Sio,166,Montpellier,5,Ligue 1,2017,33,10,3,84,12.0,0.3
3431,Almamy Touré,171,Monaco,5,Ligue 1,2015,10,3,2,10,30.0,0.3
3477,Jimmy Briand,169,Guingamp,5,Ligue 1,2017,37,11,2,73,15.0,0.3
